,Series Name,Series Code,Country Name,Country Code,1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
284,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,France,FRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2102.336877,2162.51616,2227.025727,2311.403528,2403.727463,2554.754618,2727.908381,2931.234636,2947.419526,3079.135233,3240.669429,3420.674111,3577.356347,3735.801773,3948.40229,4039.006245,4254.533108,4285.438593,4369.933059,4508.134566,
285,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,French Polynesia,PYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Gabon,GAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.4984955,499.8866711,463.7741741,667.671344,499.6461762,401.7671825,458.4264588,452.3635786,498.7303377,472.2288512,419.2441226,425.9563741,451.5785729,387.2910012,509.5511782,538.2404495,523.5405046,556.4607717,671.0586698,599.264164,
287,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,"Gambia, The",GMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.38813252,35.97532187,34.53325196,39.87781005,42.18290657,44.80249427,48.25480324,46.45717129,55.15871756,60.5910616,68.45601367,76.822309,82.56018586,88.93923707,90.87099111,93.24221061,95.6477194,97.87944087,106.8266099,118.4280064,
288,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.8139478,134.8232611,163.9187749,141.768406,144.0672083,167.4566059,204.6803564,247.5934866,276.0101127,305.2662687,351.9149463,391.3524828,443.5001048,514.4419016,571.26261,612.6971254,633.7512797,634.457383,570.298013,627.7407641,
289,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Germany,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2279.9965,2407.367964,2418.557785,2483.456467,2594.382789,2692.825727,2817.663606,2959.045565,3116.677904,3183.615075,3383.718075,3586.919907,3742.339412,3989.539558,4228.284291,4455.619675,4609.964433,4709.593602,4837.272002,5182.114049,
290,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Ghana,GHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.4898744,86.4727978,77.88653371,82.86623419,82.31670072,83.48217617,103.4825071,92.99671508,99.44232899,133.9816943,163.5232968,112.8228818,137.3538234,135.4400357,146.7616323,161.1814041,164.9348209,178.4253553,180.3200777,145.3681314,
291,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Greece,GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1266.53216,1303.371043,1356.899384,1384.291857,1470.584116,1453.450162,1758.219667,1968.620086,2036.149482,2095.831109,2359.062191,2619.200273,2734.113492,3012.664385,2971.414173,2645.401767,2597.674462,2319.270226,2357.077184,2098.052256,
293,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Greenland,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Grenada,GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.7723502,401.8346177,444.6222236,484.0007902,572.3944919,506.7124604,586.5024203,534.6957677,525.8297062,475.4695876,582.8043727,625.9118761,666.6572053,670.774694,681.3769879,701.6609664,712.3789953,714.7746282,716.5032217,728.3131701,
295,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Guatemala,GTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.7463523,161.8123949,174.9822501,173.9273422,198.7976251,251.8886292,331.118666,338.1721652,354.3098663,360.7344351,376.4751642,416.25781,430.5760607,430.0944227,435.140421,433.672659,427.2291569,441.680547,452.9283849,472.8508497,
297,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.91544636,24.55273331,24.99208762,28.5298997,29.75166047,31.01173621,34.14676688,36.89839569,34.27054268,32.17431993,30.11027449,33.26281195,34.5268482,37.47494619,43.96902593,52.15954757,56.00818896,65.71973754,67.66005,68.45821523,
298,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Guinea-Bissau,GNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.8250626,109.9257768,94.63068869,67.98115023,55.62809172,56.88217773,52.2957388,57.13523139,57.98300399,57.73895148,64.22638215,68.12492168,73.38361544,74.87665046,66.48264559,87.1559848,77.14711058,91.52068168,102.4778936,90.95910835,
299,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Guyana,GUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.7622307,179.0597112,200.2454306,202.8580733,187.5887713,235.7662679,245.3020132,252.1438972,260.5998986,265.602122,273.3097645,213.3067263,323.0724103,211.805957,215.7331872,205.1036239,413.0708153,424.2785446,350.494734,378.7863101,
300,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Haiti,HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.65520671,60.57961728,59.90573266,79.50836001,76.83108972,83.53073855,77.28875608,74.75412073,73.25600721,75.45077754,61.29417516,82.24633664,83.75989972,90.38626521,104.2786165,119.1245983,162.712077,159.4500485,136.421378,130.8486433,
301,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Honduras,HND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.1816897,124.6807651,128.1115571,150.3278022,161.7278121,182.6908494,195.1947398,213.4921318,254.2883669,259.0288241,275.6945787,290.4133382,321.6359431,357.4807317,363.6172593,359.0924895,379.8822363,421.8827931,405.1305439,399.7498092,
302,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,"Hong Kong SAR, China",HKG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Hungary,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.5563292,657.398366,677.3115534,761.8124442,808.6256457,852.3255931,969.5297074,1112.043669,1315.551511,1329.838837,1432.192278,1511.096045,1450.803235,1523.669589,1574.1829,1690.345084,1769.742385,1744.13678,1766.793695,1826.675065,
304,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Iceland,ISL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909.639253,1973.442583,2110.875001,2496.128497,2774.083271,2767.387694,2867.422348,3161.806641,3207.600664,3368.863381,3340.091267,3337.407008,3430.974788,3664.230683,3631.553643,3421.63945,3429.093255,3529.113419,3697.467777,3881.703732,
305,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,India,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.30681297,62.84073218,71.14964901,75.82378273,77.11339334,85.21068862,94.68935605,96.04216644,101.4556394,108.7334836,122.5081237,134.7347747,148.9023605,159.5943786,173.4203991,186.71596,202.9518201,217.1842987,240.1245075,267.408625,
306,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Indonesia,IDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.89906302,94.19598082,95.81159488,88.55602709,96.4589749,91.03987611,107.4043569,114.2744773,134.5762514,133.9196982,169.8541968,189.8303219,218.1510746,210.7662338,220.8296345,227.313106,240.665384,273.8299528,292.4463702,299.4051392,
307,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,"Iran, Islamic Rep.",IRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.6071025,303.7677058,346.6266226,390.1725811,403.6107341,427.2266144,494.4532305,568.4090901,633.6888465,742.3829202,835.7924546,829.9006821,889.9786276,984.0471331,1205.015538,1335.150922,1242.802415,1143.93808,1045.009485,1081.671505,
308,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Iraq,IRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.65045976,136.0676714,109.3002554,107.1832823,122.3571423,144.6268949,460.1934313,391.4841788,371.6015155,650.8411568,774.3969194,667.0073529,
309,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Ireland,IRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192.618262,1275.679832,1377.727756,1483.338209,1582.609115,1798.835541,2114.779617,2380.05315,2559.371054,2829.37781,2974.183948,3227.259902,3586.316219,3821.292296,4003.882148,3795.753281,3725.794642,3813.985997,3761.835688,3801.06423,
310,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Isle of Man,IMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Israel,ISR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440.232661,1524.607936,1604.913596,1621.669653,1605.592966,1761.711912,1880.815516,1870.273692,1750.576161,1834.010497,1829.320326,1872.929651,2004.384643,1990.509134,2041.132432,2116.068777,2231.816388,2446.055935,2571.885879,2599.132254,
312,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Italy,ITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1559.334495,1631.757661,1753.350769,1863.962786,1920.51964,2110.340224,2292.652973,2299.90292,2334.115754,2453.750937,2587.333517,2824.751995,2871.552177,3136.046179,3222.285082,3275.055899,3330.708019,3304.59641,3257.46687,3238.889001,
313,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Jamaica,JAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.4323334,299.2953842,376.4396898,338.2389444,316.3761271,373.2221186,352.9892372,303.7062767,303.7068086,332.0700044,285.1843627,341.9364443,408.8277467,456.9449102,418.1736613,426.4121045,433.7420516,480.8947124,514.0986967,476.179109,
314,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Japan,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1533.515621,1567.226392,1675.088579,1724.974959,1826.15806,1973.954471,2054.785288,2137.32456,2234.580537,2359.953327,2490.669388,2604.021624,2747.224839,2879.787122,3031.264095,3232.153359,3456.729905,3621.575814,3713.12665,3726.676374,
315,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Jordan,JOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.6588757,478.6219904,495.5387879,526.5916411,547.6163103,592.6945484,643.3003572,663.4361411,652.8118812,702.1965592,745.6956616,729.2378005,802.6847951,884.4582125,980.2638588,861.1159491,865.82044,834.6770479,763.081032,797.5933329,
316,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.1116685,263.6400317,297.9244391,310.020539,296.2854715,318.5007533,308.759955,356.8607428,403.2717432,480.6933203,554.7950264,574.0574058,543.2950089,648.812515,741.2654982,849.4939723,842.4759216,943.0090174,994.248186,1068.062124,
317,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Kenya,KEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.31216992,68.76828068,67.99863318,75.57269544,71.54775588,80.11587906,81.8396119,79.9546703,80.15061759,81.34194075,88.11569198,91.4932173,94.07296852,89.54680272,97.01443575,98.83523898,137.206243,149.2181468,158.0382434,168.9817873,
318,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Kiribati,KIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.50716722,100.6730517,108.1430048,89.174498,112.3483497,113.9332039,127.8791822,129.7998831,148.3501553,160.7760558,157.2479663,164.6973383,222.3895035,204.1069975,200.1707329,169.7111266,172.9385413,176.8544521,177.7003658,183.562331,
319,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,"Korea, Dem. People’s Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,"Korea, Rep.",KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.9802946,560.7161408,598.3675394,580.2811743,688.8384796,764.5452656,913.7762276,958.7281046,1053.511372,1139.061969,1290.554704,1488.974799,1668.628656,1768.477618,1889.857602,2069.901602,2140.434765,2245.553976,2380.216135,2530.571641,
321,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Kosovo,KSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Kuwait,KWT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2164.37865,2061.893901,2225.691966,2673.98246,2100.341294,1478.108053,2123.599381,2136.892498,2257.343586,2121.16748,1990.363284,1979.115062,1919.604609,1704.482151,3004.51903,1992.469078,1996.64405,2017.852635,1968.304947,2319.60465,
323,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Kyrgyz Republic,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.33475754,75.18606212,76.00404935,86.58470604,81.46111895,76.03104173,83.07579095,95.19906651,103.332049,116.0564003,124.0044922,150.9122022,169.5930351,163.3140666,186.6994355,181.4382225,179.210802,202.2428949,214.3344452,215.0576281,
324,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Lao PDR,LAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.22100994,57.22401582,76.52131474,89.94799745,63.63662174,60.10731356,80.95744799,84.89219435,110.1397657,110.2006946,112.7478376,123.1154304,130.0967742,91.3786923,130.5582462,102.1693981,90.49198615,97.41470086,95.38842811,98.46778237,
325,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.1225075,250.0874595,285.5933466,310.2216783,333.8082407,335.7754916,382.7575012,435.41348,463.6157556,544.7477366,593.6915751,733.3580083,867.6950334,866.3152938,802.2451759,804.8794977,830.8621077,869.7877289,894.618333,940.3024392,
326,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Lebanon,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065.023654,1204.867856,1217.385184,1110.260581,1051.724813,1061.172726,1088.135611,1003.509071,918.6070356,946.7977032,918.925928,991.8583474,1115.47745,1118.261041,1123.468295,1146.906978,1117.351226,1085.665973,1033.010427,987.3853296,
327,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Lesotho,LSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.75557118,84.61935518,79.2790224,82.217476,81.89648075,89.28313858,102.7936231,95.55944167,104.5637296,106.6136124,101.4413826,122.3302731,155.3096766,173.5389041,198.228635,237.78843,270.8284156,270.4230396,281.7028039,276.0419317,
328,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Liberia,LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6648731,18.58440422,22.18496096,28.95187595,32.06361596,13.68047553,33.39454551,33.65925069,49.92388994,53.48293647,66.78454272,89.53313312,80.05559984,81.88426596,81.13406016,83.65994451,98.28589164,
329,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Libya,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.4229829,614.0196665,652.8418771,705.2855693,678.0051636,698.9129634,810.8146681,853.7272089,847.4284583,693.7427183,602.8518107,602.5547414,605.8706075,555.4529362,955.5200848,942.5384562,617.8128303,1148.51074,911.4300985,806.2257448,
330,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.1487476,371.1664023,418.4396117,485.0719531,495.5223603,558.2385355,600.8403895,682.484563,786.4823648,747.0783256,846.9531222,1032.694858,1179.896307,1356.639506,1359.388446,1387.533516,1532.119299,1583.971811,1668.16169,1718.02329,
332,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Luxembourg,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2188.850598,2292.585266,2303.113462,2465.595257,2882.623036,4044.099036,4015.260428,4778.597792,4698.789074,5365.902537,5475.087229,6131.899862,5792.581863,6255.323734,6449.559358,6519.847118,6701.889122,6541.348173,6566.087089,6812.080348,
333,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,"Macedonia, FYR",MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.8818431,441.6178398,475.6741372,545.6948516,489.3716108,532.0878851,514.3342261,574.9433824,612.9399563,623.9386857,653.0336022,697.4322228,667.3648342,739.3357452,761.8170013,797.4704366,769.6198495,803.0028492,757.300451,851.1526567,
335,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Madagascar,MDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.55959896,46.54555874,50.33871589,48.31561471,50.22857323,58.23268813,62.33640111,54.88919924,54.2230147,57.81357573,62.38910781,66.68191258,68.91424403,66.00689973,64.89127922,66.26698187,58.09751877,48.34825107,58.64733798,43.70476778,
336,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Malawi,MWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.13939492,21.71362958,24.95879762,27.21829477,32.71833492,30.7742808,24.34930452,23.29901167,32.17386179,41.59276487,45.09145268,50.56483851,57.17483037,70.4315707,71.43527296,73.76398658,88.5435965,91.98897678,86.60257164,93.48208694,
337,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Malaysia,MYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.3105786,327.6773776,323.9730315,317.9314909,346.5950537,377.8065598,425.4238363,447.0499615,549.8537614,560.9738817,526.4585048,624.7113969,660.9010146,668.4281923,746.7477342,801.9528073,825.5083067,901.8176385,945.7361324,1040.232793,
338,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Maldives,MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.965483,178.0455211,196.7567724,252.6833767,264.8765612,301.9290142,334.0449751,349.4177307,407.9605856,471.2277683,713.2263554,670.8269247,674.8995221,1051.11205,968.6739711,888.1626354,1009.757218,1156.968838,1513.39705,1995.842255,
339,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Mali,MLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.9324028,65.1248839,63.25156804,60.2521898,62.97421264,64.44776307,76.30685186,64.33308903,68.61108664,74.09065387,80.18927412,86.8998321,95.73532231,95.78012205,99.20487992,95.47477221,102.3931851,101.1760025,99.17748647,108.0998983,
340,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Malta,MLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898.4832191,927.4341317,1016.309019,1098.739465,1151.297343,1337.834877,1355.495761,1587.38668,1687.558309,1818.219417,1993.76804,2120.484226,2092.233012,2191.617117,2280.101264,2372.935794,2798.538555,2959.790927,3054.572611,3071.627651,
341,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785.4569376,449.722334,441.6389815,400.3191893,388.6547155,509.4685613,467.9527896,456.7339409,451.1137177,489.4961008,508.5668775,607.3267914,664.6652671,631.7706821,608.9510267,597.1240371,603.028426,620.7890145,670.821403,679.5675865,
342,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Mauritania,MRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.17765515,80.97211814,80.25773653,95.5686406,117.0068413,113.9117034,95.09831687,115.3704464,103.119107,112.9768835,110.3937569,100.3576799,113.7192475,104.2679376,118.9862779,106.5406016,96.85331914,119.3428677,134.9729178,148.1075193,
343,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Mauritius,MUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.1086368,246.3563968,262.0975295,282.0017605,283.9442184,340.8216355,362.6248706,409.2757862,421.0858947,470.9304421,509.7647226,532.6709092,558.4731243,649.4550405,724.8408885,809.3564592,812.5349442,804.5865808,851.4522481,896.1581696,
344,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Mexico,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.8997402,362.1724705,398.2259482,424.6414876,460.698683,499.7908418,542.7821539,573.5220269,655.2842564,703.4184199,750.3768521,792.1867265,841.1228725,899.8503759,956.593908,974.85532,995.9082451,1051.515253,1070.122813,1121.988778,
345,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.5325045,196.2871506,168.8876692,157.524171,177.5519117,197.6792476,224.7464918,214.4198953,270.1275753,294.7568405,356.2564325,362.4722815,368.7124883,397.0197939,421.2746109,452.0257605,467.2059905,444.7506964,451.8119027,472.6489554,
346,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0056616,159.2430426,151.926792,142.9381193,103.7344036,122.6405326,140.3105555,182.8311868,197.4579817,225.2340165,270.0678925,339.6226519,369.014046,426.1763744,442.4036399,464.4037123,443.4117405,501.6483238,471.6599687,514.2101995,
347,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2388.673586,2379.845247,2603.389486,2656.864569,3005.027274,3091.314716,3296.526562,3509.722358,3965.590972,4191.984233,4347.88161,4411.081374,4544.968541,4945.696211,5099.47816,5313.618554,5604.514366,5794.630995,6168.490802,7301.914346,
348,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Mongolia,MNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.50558722,113.3910484,122.1389086,140.1121086,145.357644,181.6446004,209.9805174,235.6074646,270.5543662,295.0440861,273.8284626,278.1807491,336.4459733,405.6802319,377.0728155,354.7430705,395.9618496,421.3681159,468.0271142,565.0702475,
349,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.1367481,421.6330009,431.6816409,460.555622,429.4597795,477.195436,555.2159044,581.4580287,649.249382,659.1660418,708.8686957,840.2796408,838.0340491,850.0033706,794.4318486,916.8979996,970.6341267,979.6898021,903.2434836,888.1673619,
350,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Morocco,MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.14630645,110.5610366,117.1195462,132.9270073,136.4730969,147.1085183,170.0467838,211.2839356,224.5619295,237.9104231,242.882792,276.3718479,301.6893791,317.7417176,346.8794003,277.9565277,401.8339651,425.1429937,428.7952164,446.6397424,
351,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Mozambique,MOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.04241166,15.46063499,18.23232046,19.41972388,24.28309686,28.48275432,29.01478806,35.58289563,37.03239195,37.17365605,47.04905304,47.51974814,40.95295771,40.37459561,46.41985954,48.28691073,59.64158805,56.55687427,63.30543391,79.32069416,
352,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Myanmar,MMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.18729388,13.95309963,12.60832152,13.53064945,14.73070334,19.9981348,22.08148144,28.31107519,31.23043073,36.16834998,39.09499933,43.90376859,47.54446544,55.52357993,63.76989333,63.37888105,66.15978923,85.14629454,90.38018779,103.4661342,
353,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Namibia,NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.2694126,255.2108635,273.3516551,277.6530521,288.9890492,296.1458893,304.4257028,318.8766375,354.5000547,401.1726793,474.3516502,508.2234651,532.7704378,559.7858079,627.958427,647.7941117,757.482719,743.4864042,802.1803479,869.2953558,
354,"Health expenditure per capita, PPP (constant 2011 international $)",SH.XPD.PCAP.PP.KD,Nauru,NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1053.74799,903.1894361,846.0116731,811.3032349,775.12386,740.356328,746.7027833,732.66929,726.5392908,599.5216765,509.4188857,544.9464014,648.0476397,1125.722442,528.964864,618.6651368,629.2225805,694.3781292,627.1474228,511.5370158,
